area_sqft,bedrooms,bathrooms,floors,property_age,renovation_status,lot_size,distance_city_km,neighborhood_score,crime_rate_index,school_rating,hospital_proximity_km,shopping_center_proximity_km,public_transport_score,parking_availability,property_type,construction_quality,energy_efficiency_score,water_supply_score,electricity_supply_score,internet_availability_score,green_space_index,flood_risk_index,noise_pollution_level,SalePrice,Fireplaces
1458,3,1,2,78,1,17503,8.95,4.7,3.2,7.7,5.93,4.09,5.7,1,1Fam,6,0,6.2,6.7,5.4,10,8.7,1.1,97500,1
1486,3,1,1,62,1,9937,4.82,4.9,3.9,5.8,6.64,4.62,7.3,1,1Fam,5,1.4,5.2,3.7,4.2,7.3,7.6,4.8,167000,0
1935,3,2.5,2,50,0,12384,5.62,8.2,5.1,8,6.23,2.37,7.2,1,1Fam,7,2.9,6.8,7.1,6.6,7.4,4.3,4.4,197900,1
2448,4,2.5,2,32,1,46589,22.75,8.4,3.3,7.6,2.79,3.64,0,1,1Fam,8,5.3,7.8,7.1,8.5,10,4.4,0,402000,1
1392,2,1,1,58,0,13560,6.75,6,5.9,6.5,6.44,3.22,6.9,1,1Fam,6,2.3,5.6,7.2,6.6,8.7,5.3,1.7,110000,2
1181,3,2,1,54,0,10012,4.46,3.9,4.8,3.8,6.63,6.74,7.6,1,1Fam,4,3.5,4.4,3.8,3.5,7.8,4.9,5.9,137500,0
2097,1,1.5,1,21,1,20896,9.74,8,2.1,9.4,5.07,1.44,5.6,1,1Fam,8,8.2,7.5,8.4,8.2,10,1.8,1.8,423000,1
1936,3,2.5,2,26,0,11194,5.7,8.3,0.7,9.5,3.74,1.54,7.2,1,1Fam,8,7.8,8.4,8,8.9,7.5,2,4.6,230500,1
2380,3,2.5,2,61,1,18450,8.97,5.4,3.3,5.1,7.27,5.03,4.4,1,1Fam,6,1.5,6.1,5.6,6.2,10,6.9,0.3,129000,1
1679,3,2,1,32,1,8125,5.57,6.6,3.1,6.6,6.49,3.62,7.4,1,1Fam,6,5.2,6,5.5,6.7,5,3.5,3,193500,1
1437,3,1.5,1,70,1,14175,4.44,5.4,6.2,6.3,5.78,4.6,4.5,1,1Fam,5,2.6,4.7,5.8,5.5,9.6,6.5,6.3,168000,1
1180,2,1,1,104,1,11600,6.89,4.4,5.6,4.3,9.42,7.13,9.1,1,1Fam,4,0,3.3,4.5,3.5,6.7,10,2.5,137500,1
1476,3,2.5,2,21,0,8633,5.56,6.2,5.1,7.1,7.55,5.6,8.7,1,1Fam,6,7.5,5.7,7,5.9,5.4,1.8,5.1,173500,0
1369,3,2,2,101,1,6629,1.24,6,4.6,6.8,6.88,4.64,7.5,1,1Fam,6,0,5.8,6,6,4.2,9.8,9.1,103600,0
1208,3,1.5,1,49,0,11250,5.28,6.3,6.3,6.8,5.24,3.35,6.9,1,1Fam,6,3.8,4.8,6.1,6.1,6.1,4.9,5.2,165000,1
1839,3,2,1,69,1,14442,6.85,6.3,2.5,6.4,5.69,3.49,5.8,1,1Fam,6,1.9,5.9,5.9,6.5,8.8,7.4,3.2,257500,2
1136,3,1,1,61,0,9200,3.19,5.8,5.3,5.7,6.15,4.08,9.2,1,1Fam,6,2,6.5,5.9,6.2,6.5,6.5,7.2,140000,1
1441,3,2.5,2,48,0,2289,0.37,5.7,5.1,5.8,5.3,4.32,8,1,Twnhs,6,4.3,6.3,5.5,4.5,1.5,4.4,9.5,148500,1
1774,4,2,2,126,1,9600,3.69,4.1,5,4.9,9.69,5.01,7.7,1,1Fam,4,0,3.8,4,3.3,6.1,10,5.7,87000,0
792,2,1,1,102,1,9022,6.26,5.8,6,5.5,7.14,5.72,7.6,1,1Fam,5,0,5,4.6,3.9,5.1,10,2.8,109500,0
2046,3,2.5,1,18,0,11844,6.86,7.4,2.3,8.7,1.3,2.09,7.9,1,1Fam,8,7.1,7.7,8.2,8.1,9.5,1.1,0.8,372500,1
988,3,1,1,65,0,9945,6.24,4.3,4.8,5.2,7.34,3.28,7.4,1,1Fam,5,1.5,5.1,5.1,5.1,5.8,5,3.6,128500,0
923,2,2,1,46,0,8012,4.73,6.1,3.2,6.4,5.65,3.07,6.2,1,TwnhsE,6,3.3,6.8,6.1,6.1,5.6,5.6,6.8,143000,1
1520,3,1,2,94,1,4500,1.12,5,4.3,6.2,6.93,4.5,8.6,1,1Fam,5,0,5.5,5.8,4.5,2.5,9.4,9.6,159434,0
1291,2,1,1,30,1,2887,0.92,6.1,6,6.4,5.63,3.93,8.3,1,1Fam,6,4.7,6.3,6,6.3,2,3.2,9.3,173000,1
1668,3,2,1,24,0,11248,6.11,9.1,1,9,3.81,2.89,7.3,1,1Fam,9,7.5,8.8,9.4,9.4,8,3.4,3.2,285000,1
1839,4,2.5,2,28,0,16770,7.16,6.9,3.8,8.2,6.12,3.24,7.2,1,1Fam,7,6.4,7.4,8,6.4,9.8,2.3,3.8,221000,0
2090,3,2,2,42,0,5062,3.24,7.7,2.2,7.6,5.28,2.16,7,1,TwnhsE,7,3,6.2,7.7,6.3,3.4,2.8,6.6,207500,1
1761,3,3,2,19,0,10207,4.86,6.2,2.2,7.7,4.66,3.22,6.6,1,1Fam,7,6.8,6.9,7.6,7,8,2,6.7,227875,0
1102,2,2.5,2,22,0,5105,2.18,6.6,4.1,8.8,4.96,2.65,8.2,1,TwnhsE,7,7.6,7.3,6.8,7.9,5.2,2.5,6.8,148800,0
1419,2,2,1,19,0,8089,4.76,7.9,0.7,8.8,4.02,2.32,7.6,1,1Fam,8,7.1,8.4,8.1,8.8,5.3,1.6,4.5,392000,1
1362,2,2,1,21,1,7577,4.23,5.2,3.6,6.8,5.2,4.58,8.8,1,TwnhsE,6,6.7,6.3,5.3,6.3,5.1,3.6,4.9,194700,1
848,1,1,1,22,0,4426,1.85,5.9,4,5.8,6.58,5.21,8.7,1,TwnhsE,6,7.2,6.1,6.2,5.6,5.2,0,6.7,141000,1
4316,4,3.5,2,32,1,21535,11.93,10,0.1,10,2.46,0,5,1,1Fam,10,6.3,9.9,10,10,10,4.3,0,755000,2
2519,4,2.5,2,37,1,26178,12.01,7,2.8,8.1,6.54,4.64,2.8,1,1Fam,7,3.9,7.3,7,6.8,10,4.5,0,335000,2
1073,2,1,1,105,1,5400,3.32,5.1,5.4,4.4,8.26,5.91,8.9,1,1Fam,5,0,4.5,5.5,4.6,3,10,6,108480,0
1539,3,1.5,2,90,1,6120,3.65,4.4,5.7,5.6,6.31,4.29,9.2,1,1Fam,5,0,4.6,4.4,3.9,5,5.7,2.5,141500,0
1137,2,2,1,39,0,13811,6.6,5.7,4.7,6.7,6.82,6.21,5.8,1,1Fam,6,5.1,6,6.8,6.1,8.2,5.2,4.5,176000,1
616,2,1,1,105,1,6000,3.33,4.8,4,5.5,6.05,5.33,9.3,1,1Fam,5,0,5.1,5.5,4.7,5.1,9.5,5,89000,0
1148,2,1,1,74,0,6420,1.96,4.8,4.7,6.2,7.7,4.16,8.4,1,1Fam,5,0.2,4.1,5,5,4.6,6.9,8.6,123500,0
894,3,1,1,61,1,8450,5.15,5.6,6.2,5.7,6.48,6.65,8.9,1,1Fam,5,1.4,5.2,4.9,3.9,6.2,5.9,4.9,138500,1
1391,2,2,1,22,0,4282,1.96,7.3,3.9,8.7,3.98,5.08,8.7,1,TwnhsE,7,7,7.4,7.2,7.1,2.6,2.6,10,196000,0
1800,3,2,1,24,0,14331,6.64,7.4,0.6,8.1,4.28,1.97,6.8,1,1Fam,8,8.6,8,8.8,6.8,8.9,3,4.4,312500,1
1164,3,1.5,1,57,0,9600,5.85,7.1,3.4,7.8,2.33,2.5,7.6,1,1Fam,7,1.5,8.2,7.1,7.5,7.9,6.6,3.6,140000,0
2576,4,2.5,2,20,0,12438,5.51,8.2,0,8.9,2.25,1.83,6.8,1,1Fam,8,9.2,7.7,8.1,8.3,8,2.8,3.8,361919,1
1812,4,2,2,126,1,7630,2.41,5.6,5,4.8,6.82,5.71,8.4,1,2fmCon,5,0,4.8,5,4.9,4.7,10,9.1,140000,1
1484,3,2,1,22,1,8400,2.64,7.8,4.9,8.4,5.08,4.28,8.4,1,1Fam,7,7.3,6.8,7.9,7.3,5.5,2.6,5.9,213000,0
1092,3,2,2,96,1,5600,3.41,3.5,5.1,6,7.63,6.57,7.4,0,2fmCon,4,0,4,3.8,3.5,3.9,8.5,6.8,55000,0
1824,2,2,1,55,1,115149,56.29,6.6,2.2,7.7,3.42,3.1,0,1,1Fam,7,2.4,6.8,7,7,10,4.7,0,302000,2
1324,2,2,1,20,0,6240,4.87,7.4,2.8,9.2,3.18,3.5,6.6,1,TwnhsE,8,7,7.3,8.7,8.4,3.6,2.9,4.8,254000,1
1456,3,2.5,2,19,0,9018,2.43,6.9,1.5,7.8,5.39,2.69,7.1,1,1Fam,7,6.6,6.7,7.1,5.5,5.4,2.7,7.9,179540,1
904,3,1,1,60,0,7162,5.28,5.2,4.4,5,7.58,6.03,8.1,1,1Fam,5,2.3,5,5.6,4.8,5.6,6.7,4.9,109900,0
729,2,1,1,91,1,4130,2.28,3.5,7.6,2,8.98,6.71,9.4,0,1Fam,3,0,3.6,2.5,3,1.9,8.6,8.2,52000,0
1178,2,1,2,126,1,8712,4.26,4,5.4,3.9,9.16,6.43,9.4,1,1Fam,4,0,5.1,3.9,3.9,4.1,10,5.9,102776,0
1228,2,2,1,38,1,4671,1.79,7.8,1.8,7.8,4.4,1.89,7,1,TwnhsE,8,4.1,8.7,8.7,8.7,1.1,2.6,8.6,189000,1
960,3,1,1,56,0,9873,5.34,4.1,6.7,5.6,7.25,5.94,7,1,2fmCon,4,3.1,3.6,3.7,3.4,5.1,6.7,4.8,129000,0
1479,3,2.5,2,50,1,13517,6.72,5.6,4.4,6.5,5.72,3.62,4.5,1,1Fam,6,4,5.7,5.9,5.7,10,4.7,2.6,130500,0
1350,3,2,1,52,0,10140,6.17,7,4.3,6.4,4.6,5.34,7.5,1,1Fam,6,2.4,5.9,6.1,5,6.8,6.9,3.8,165000,1
2554,3,1.5,2,136,1,10800,5.51,6.2,2.7,8.3,4.89,2.27,7.6,1,1Fam,7,0,7.9,6.5,7.8,7.7,10,3.8,159500,0
1178,3,1.5,1,53,1,10000,5.15,5.1,5.4,4.7,8.11,4.26,9.1,1,1Fam,5,3,4.9,4.8,4.9,7.2,7.1,4.1,157000,1
2418,3,2.5,2,33,1,10542,4.91,8,2.9,7.2,5.69,5.12,7.5,1,1Fam,7,3.4,6.3,7.1,6.8,7.1,2.9,4.8,341000,1
971,3,1.5,1,57,0,9920,4.9,5,5.5,5.5,8.4,5.98,8.6,1,1Fam,5,3.5,4.7,5,5,6.5,5.3,5,128500,1
1742,2,2,1,41,0,6563,3.59,7.9,1.5,9.5,3.7,0,8.9,1,1Fam,8,3.8,8.4,8.6,8.3,5.4,4.3,6.4,275000,1
848,1,1,1,22,0,4426,0.5,5.8,3.8,7,7.35,3.43,8.5,1,TwnhsE,6,6.2,6.3,6.8,6.2,3.1,1.5,10,143000,0
864,3,1,1,56,0,8120,2.71,3.9,5,4.6,7.81,4.19,6.6,1,1Fam,4,3.7,3.9,3.6,5.3,6.8,5.5,6.8,124500,0
1470,4,2,2,72,1,8172,4.83,4.7,6,4.5,9.47,5.05,8.2,1,1Fam,4,0.7,4.3,4.1,4.2,6.1,6.5,5.4,135000,0
1698,3,2,1,19,1,13286,6.81,7.9,0.2,10,2.98,0,5.2,1,1Fam,9,8.5,7.9,9.3,8.8,8.2,1.2,3.3,320000,1
864,3,1,1,56,0,6960,3.3,4.8,4.9,4.5,8.71,5.86,9.6,1,1Fam,4,4.2,4.1,4.8,3.7,4.1,6.1,6.1,120500,0
1680,3,2,1,38,1,21695,10.87,5.3,4.3,5.9,7.48,2.86,4.4,1,1Fam,6,4.6,6.4,6.4,5.8,10,2.9,0,222000,1
1232,2,2,1,19,0,7314,4,6.9,3.2,7.7,4.81,3.06,9.4,1,1Fam,7,8.4,6.6,7.1,6.2,6.1,1.1,7,194500,0
1776,4,2,1,68,0,11475,5.2,4.8,5.8,4.7,7.22,3.37,6.7,1,Duplex,5,0.7,4.6,5.3,5,7.2,5.4,5,110000,0
1208,2,1,1,101,1,6240,2.34,4.3,5.6,4.5,9.29,6.08,8.7,1,1Fam,4,0,3.1,4.3,4.4,3.4,9.6,7.9,103000,0
1616,2,2,1,31,1,5389,2.89,7.2,2.4,8.5,3.87,1.59,8.9,1,TwnhsE,8,5.4,8.8,7.5,7.7,3.9,4.4,6.4,236500,1
1146,3,2,1,23,0,9590,3.82,7.2,3.6,9.5,3.68,4.5,7.6,1,1Fam,7,8.2,6.6,7.1,6.6,6.3,1.5,8.2,187500,1
2031,3,2.5,2,28,1,11404,6.11,8,3.4,7.7,7.14,4.41,6.7,1,1Fam,7,7.3,7.1,7.7,7.8,7.9,2.1,3.2,222500,1
1144,3,1,1,65,1,10000,3.3,4.3,4.2,4.5,6.53,5.79,7.9,1,1Fam,5,2.2,5.3,4.9,4.3,8.6,6.7,5,131400,1
948,3,1,1,58,0,8978,5.52,5.1,5.1,5.4,7.16,4.67,6.8,1,1Fam,5,2.1,5.8,5.1,4,6.9,5.4,5.3,108000,0
1768,2,1.5,2,112,1,10800,5.87,6.7,3.4,8.1,6.16,4.99,6.1,1,1Fam,7,0,6.9,6.9,6.4,7.2,10,4,163000,2
1040,2,2,1,76,0,8544,4.53,3.2,7,4.5,8.39,5.45,9.1,1,Duplex,3,0,2.7,1.8,2.2,4.3,7.4,5.2,93500,0
1801,3,2.5,2,21,0,10463,6.21,8,0,8.4,2.99,0.6,8.1,1,1Fam,8,7.6,8.1,8,8.2,6.5,2.4,3.2,239900,1
1200,3,3,1,39,1,10800,7.07,4.7,5.2,4.4,7.25,4.92,7.4,0,Duplex,5,5.5,5.6,5.2,4.8,7.9,4.8,4.8,179000,0
1728,3,2.5,2,22,0,9313,5.67,7.2,5.2,8.3,3.21,5.25,9.3,1,1Fam,7,7.4,6.9,6.7,6.9,5,3.1,4.7,190000,0
1432,2,2,2,116,1,9600,2.96,5.9,4.6,4.5,6.71,4.8,7.3,1,1Fam,5,0,4.5,4.4,5.6,8.5,10,7.6,132000,0
912,3,1,1,65,1,6768,2.1,5.9,3.3,6.3,6.25,3.82,9.6,1,1Fam,6,0.6,5.2,5.6,5.7,4.5,6.3,8.1,142000,0
1349,3,2,1,26,1,8450,3.6,7.4,3.4,7.5,4.73,1.56,8.1,1,1Fam,7,6,6.4,7.4,7.4,5.7,4.6,6.7,179000,0
1464,3,2,1,63,1,12886,6.47,4.4,5.3,5.5,5.46,5.95,5.8,1,1Fam,5,2.4,5.4,6,5.8,7.9,6.2,4.9,175000,1
1337,2,2,1,33,0,5395,3.22,7.5,3.2,9.3,5.59,2.95,10,1,TwnhsE,8,6.2,7.8,8.7,7.8,4.1,2.9,6.5,180000,1
2715,4,3.5,2,50,1,8963,3.76,8.2,0.7,8.3,4.1,2.79,8.7,1,1Fam,8,3.6,7.7,7.3,8.4,4.8,4.4,4.8,299800,2
2256,4,2.5,2,26,0,8795,4.58,7.7,3.7,7.5,6.43,2.37,7.7,1,1Fam,7,7.4,6.6,7.4,6.9,8,0.9,6.3,236000,1
2640,4,1.5,2,146,1,11700,5.09,7.2,3.6,7.7,4.74,2.29,7.8,1,1Fam,7,0,7,6.7,7.5,9.1,10,5.4,265979,1
1720,3,2,1,30,0,10593,4.68,6.8,2.9,7.8,4.12,1.71,6.9,1,1Fam,7,6.9,6.9,6.7,6.2,8,0.7,5.4,260400,1
1529,4,2,2,81,1,8405,2.8,4,6.3,4.5,8.27,6.08,8.7,1,1Fam,4,0.3,3.9,3.8,3.2,4.2,8.1,7.7,98000,0
1140,3,1,2,116,1,8800,3.48,3.4,7,4.7,7.78,4.92,5.4,0,1Fam,4,0,4.7,4.4,3.8,6.1,10,6.2,96500,0
1320,3,2.5,2,23,0,7750,2.52,7.3,3.9,8.3,3.82,1.82,7,1,1Fam,7,6.9,7.8,7.5,6.6,6.4,4.5,7.5,162000,0
1494,3,2,1,29,0,9236,3.64,6.4,2.9,6.9,7.47,3.58,8.7,1,1Fam,6,8.2,5.2,6,5.7,6.8,1.1,6.2,217000,0
2098,3,2.5,2,21,0,10240,6.17,7.8,2.8,9.1,3.38,1.51,7.2,1,1Fam,8,7.9,8.2,8,7.9,5.8,1.2,3.2,275500,1
1026,3,1,1,57,1,7930,3.02,5.8,3.9,5.5,4.16,3.46,8.2,1,1Fam,6,1.9,5.6,6.2,6.4,4.6,5.6,8.2,156000,0
1471,3,2.5,2,27,0,3230,4.25,6.1,4.1,6.6,7.33,4.47,7.8,1,TwnhsE,6,6.9,5.9,6.3,5.8,1.7,2.5,4.3,172500,0
1768,3,2.5,2,19,0,10769,5.88,7.8,2.1,9.1,3.5,2.08,9.2,1,1Fam,8,8.4,8.2,8.6,7.6,6.6,1.4,6.5,212000,0
1386,3,2.5,2,48,0,11616,5.99,6,3.8,7.1,5.39,3.71,8.3,1,1Fam,6,3.4,5.9,5.4,5.8,9.3,4.7,4.9,158900,1
1501,3,2.5,2,27,0,2280,0.28,8,4.2,7.2,3.23,3.18,9.2,1,Twnhs,7,7.7,7.1,7,6.6,0,1.4,7.9,179400,0
2531,4,2.5,2,31,0,12257,6.83,7.9,1.9,8.3,5.74,1.01,6.5,1,1Fam,8,6.5,8.3,7.5,7.5,8.8,3.5,2.9,290000,1
864,2,1,1,67,0,9100,3.97,5.8,2.9,6.2,4.71,4.11,8.8,1,1Fam,6,0,6.1,6,5.2,4.8,4.4,5.9,127500,0
1301,2,1,1,102,1,6911,3.58,4.7,4.6,5.9,7.06,5.15,10,1,1Fam,5,0,4.7,4.9,5,3.6,10,6.8,100000,0
1547,3,2.5,2,17,0,8640,6.88,7.4,3.2,8.4,5.91,1.5,8.8,1,1Fam,7,7.5,6.7,7,6.7,3.8,1.1,2.1,215200,0
2365,3,2.5,2,27,0,9430,4.62,7.9,3.2,8.5,4.42,3,9.8,1,1Fam,8,7.2,7.3,7.6,8.5,5.7,3.7,5.4,337000,1
1494,2,1.5,1,31,1,9549,5.92,7.7,2.6,9.4,3.94,1.12,6.7,1,TwnhsE,8,7.1,7.6,7.3,7.3,7.9,4.9,4,270000,1
1506,2,2,1,18,0,14587,6.59,9.7,0.1,10,1.3,1.09,5.5,1,1Fam,9,7.9,10,8,8.7,10,1.5,2.7,264132,1
1714,3,2.5,2,38,0,10421,5.18,7.7,5.5,7.6,4.19,4.16,6.2,1,1Fam,7,6.9,6.6,6.9,7.9,5.7,5.2,3.9,196500,1
1750,4,2,2,86,1,12508,8.02,5.7,4.3,6.5,6.19,4.93,7.3,1,1Fam,6,0,5.4,5.8,5.5,9.4,8.3,2.9,160000,0
1836,3,2,1,22,1,9100,3.92,6.1,4.3,8.2,4.21,3.03,7.9,1,1Fam,7,7.9,7.2,6.7,6.9,7.3,1.2,4.4,216837,1
3279,4,3.5,2,23,0,53504,28.56,8.5,1.8,9,4.2,1.64,0,1,1Fam,8,7.9,7.9,8.7,7.4,10,4,0,538000,1
858,2,1,1,44,0,7252,4.33,4.7,5.5,7.1,7.68,5.95,9,1,1Fam,5,4.4,4.9,4.6,4.3,6.9,4.9,6.5,134900,0
1220,2,1,1,75,0,8877,3.88,4.4,6.8,3.8,8.96,6.67,9,1,1Fam,4,1.4,4.7,4.7,4.8,6.7,7.5,5.9,102000,0
1117,3,1,1,50,0,7819,4.54,5,5.2,7,4.77,3.38,6.5,1,1Fam,6,3.2,6.3,6.8,6.1,5.9,5.7,5.5,107000,1
912,2,1,1,68,0,10150,6.05,5.4,6.1,5.1,9.2,4.21,6.9,1,1Fam,5,1.1,4.7,4,5.1,6,7.1,5.1,114500,0
1973,3,2,1,20,0,14226,7.73,7.4,2.9,8.2,4.77,0,7.3,1,1Fam,8,6.2,7.8,8,7.2,10,1.9,1.6,395000,1
1204,2,2,1,28,0,4500,0.68,6.4,3.7,6.6,6,4.15,8.4,1,TwnhsE,6,6.7,5.7,5.8,6.2,3.2,1.5,8.7,162000,0
1614,3,2,1,21,1,11210,4.88,7,2.4,7.8,6.09,2.92,6.4,1,1Fam,7,7.7,7.4,5.5,7.6,8,1.8,4.6,221500,0
894,3,1,1,52,0,13350,6.43,4.5,5.3,7.5,9.37,6.14,7.7,1,1Fam,5,4.7,4.8,4.3,5.6,8.2,5.8,4.7,142500,1
2020,4,2,1,49,0,8400,4.13,4.8,5.9,5.4,5.56,5.36,6.6,1,Duplex,5,4.7,4.1,5.4,5.3,5.7,4.8,7.2,144000,2
1004,2,1,1,49,0,10530,5.89,6.3,3.8,5.8,5.77,5.33,7.1,1,Duplex,6,3.6,6,7,5.4,6.2,5.8,2.7,135000,0
1253,3,2,1,31,1,7875,4.12,7.1,4.1,7.9,2.62,2.3,8.4,1,1Fam,7,4.9,6.2,7.5,7.2,3.1,3.5,6.9,176000,1
1603,3,2.5,2,34,0,7153,2.24,6.3,5.5,5.1,6.19,5.14,7.6,1,1Fam,6,6.2,7.1,6.2,6.3,5.8,2.5,8.6,175900,0
1430,3,2,1,25,1,16285,8.52,8,2.1,7.6,5.37,2.47,6.7,1,1Fam,7,8,6.5,7,6.1,9.4,1.2,3,187100,0
1110,1,1,1,48,0,9101,5.16,4.2,4.2,5.5,6.96,5.78,7.2,1,1Fam,5,4.8,4.9,5.8,4.4,6.2,4.6,5.2,165500,1
1484,3,2,2,112,1,6300,3.71,6.8,3.9,7.2,5.35,2.54,9.8,0,1Fam,6,0,6.1,7.1,6.4,4.5,10,6.2,128000,1
1342,3,2,1,59,0,9790,5.98,6.1,4.3,7.3,3.95,4.24,7.4,1,1Fam,6,2.4,5.9,5.7,6.4,6.9,6.2,5.2,161500,1
1652,4,2,2,111,1,10800,6.23,4.6,4.5,5.1,7.37,3.02,8,1,1Fam,5,0,4.9,4,4.2,6.9,10,4.5,139000,0
2084,4,2.5,2,22,0,10142,5.53,6.3,4.4,7.6,6.46,2.73,8.2,1,1Fam,7,6.5,7.2,6,7.4,7,1.6,6.7,233000,0
901,2,1,1,72,1,6000,2.93,3.9,6.4,3.9,7.41,6.44,7.9,1,1Fam,4,0.9,4.8,4.7,4,4.5,8.3,8,107900,0
2087,5,2.5,2,60,1,12205,4.44,6.5,4,5.8,6.44,3.48,4.9,1,1Fam,6,2.4,6.4,6,6.4,8.9,6.1,5.7,187500,0
1145,2,2,1,21,1,3182,2.02,6.9,1.6,7.9,3.43,1.95,9.6,1,TwnhsE,7,7.6,7.7,7.1,6.7,3.9,1.4,6.8,160200,1
1062,3,1,1,50,0,11333,5.87,6.8,2.7,5.7,6.46,4.85,7.2,1,1Fam,6,3.6,5.5,5.1,6.3,7.8,5,3.5,146800,2
2013,3,2.5,2,30,1,9920,5.23,6.3,3.3,7.4,4.61,2.9,8.1,1,1Fam,7,6.1,7.2,6.6,7.4,6.7,4.4,3.3,269790,1
1496,3,2,1,19,0,9158,3.3,8,0,8.1,3.24,1.51,7.5,1,1Fam,8,6.8,8.1,7.9,7.8,5.2,2.2,6.5,225000,0
1895,3,2.5,2,32,1,10832,4.33,6.4,4,8.1,4.24,3.04,6.9,1,1Fam,7,6.9,7.2,7.1,7,7.7,3.8,6.6,194500,1
1564,3,2.5,2,46,1,8400,5.25,6.2,3.8,7.9,5.61,6.64,9.9,1,1Fam,6,4.3,6.7,5.8,5.7,6.3,3.8,4.7,171000,1
1285,3,1.5,1,49,0,8197,4.06,6.4,7.2,5.7,6.38,5.15,6.5,1,1Fam,6,3.7,5.9,5.5,6.8,5.3,5.9,7,143500,1
773,2,1,1,73,0,7677,4.52,4.8,7.3,4.2,5.69,6.16,8.8,1,1Fam,5,0.1,4.8,4.6,4.9,5.7,9.6,5.8,110000,0
3140,4,3.5,2,18,1,13518,6.79,7.7,0.8,9.8,2.6,1.44,6,1,1Fam,9,6.4,9.3,9.6,8.5,8.7,1,2.8,485000,2
1768,3,1.5,2,89,1,7200,3.63,5.1,4.9,5.5,6.96,5.17,7.9,1,1Fam,5,0.2,4.1,5.1,4.6,5.5,7.7,6.5,175000,2
1688,4,2.5,2,29,0,12798,7.34,6.2,5,6.8,4.9,1.6,6.5,1,1Fam,6,6.9,5.9,6.3,6.1,9.4,3.1,3.1,200000,0
1196,2,1,1,110,1,4800,1.88,4.2,7.7,4.1,9.8,5.32,8,1,1Fam,4,0,3.9,3.6,4.4,4.1,10,8.3,109900,0
1456,3,2.5,2,21,0,8199,4.2,7.6,1.4,7.6,4.15,2.52,8.5,1,1Fam,7,8.1,6.5,5.5,6.3,5.6,2,6,189000,1
2822,4,3.5,2,18,1,13891,6.48,8.5,0,10,2.33,0,7.9,1,1Fam,9,8.7,9.5,8.7,9.9,8.2,0.7,2.7,582933,1
1128,2,1,1,72,0,9000,4.07,5.3,4.4,6.2,6.02,3.84,8.2,1,1Fam,5,1.1,4.5,4.6,5.2,5.4,7.1,5.5,118000,0
1428,3,2,1,18,0,12274,5.83,7.6,3.6,6.3,6.8,1.02,7,1,1Fam,7,9.3,6.9,7.2,7.2,8.8,2.4,6.4,227680,0
980,3,2,1,59,0,9750,5.1,4.1,5.5,5.2,7.55,4.96,6.6,1,1Fam,5,2.8,5.1,6.6,5,8.9,5.5,6.1,135500,0
1576,3,1.5,2,103,1,21384,10.21,5.2,6.1,5.6,6.06,5.82,5.2,1,1Fam,5,0,5.7,5.3,5,10,10,0,223500,1
1086,3,1,1,60,0,13400,7.96,4.7,3.8,4.9,8.11,6.11,8.8,1,1Fam,5,2.9,5,6.4,4.9,9.4,7.2,0,159950,1
2138,2,2,2,128,1,8100,3.16,5,2.7,6.7,7.2,5.41,7.6,1,1Fam,5,0,5.5,5.3,5.5,4.8,10,6.9,106000,0
1309,3,1.5,1,52,1,10140,4.88,6.2,4.9,6.2,6.26,3.04,7.1,1,1Fam,6,2.9,6.4,5.7,6,5.8,5.2,6,181000,1
848,1,1,1,22,0,4438,1.78,5.8,3.2,6.6,5.66,2.07,8.3,1,TwnhsE,6,7.8,6.1,6.2,6.4,2.3,3,7.7,144500,1
1044,2,1,1,74,0,8712,5.8,4.7,3,5.9,6.25,3.24,7.3,1,1Fam,5,0,4.5,5.9,4.8,3.7,6.5,5.2,55993,0
1442,4,1.5,1,68,0,9750,5.07,6,4.1,6.2,6.34,2.73,4.8,1,1Fam,6,2.5,5.3,6.9,6.1,7.9,5.8,5,157900,0
1250,3,1.5,2,108,1,8248,5.16,4.5,5.8,4.2,6.45,4.11,8.3,1,1Fam,5,0,5.1,4.7,4.6,3.3,10,4.7,116000,0
1661,3,2,1,28,0,12137,4.58,6.5,2.9,7.4,6.82,2.84,6.1,1,1Fam,7,5.5,6.7,7.1,7.6,7.8,2.3,6.2,224900,0
1008,2,1,1,72,0,11425,5.98,5.3,4.5,6.2,5.73,3.99,5.5,1,1Fam,5,0.9,5.5,4.3,4.6,6.4,6.4,3.5,137000,1
1689,3,2,1,24,0,13265,7.52,7.4,1.8,8.6,5.54,2.34,7.4,1,1Fam,8,7.4,8.4,8.4,7.8,8,4.2,2.2,271000,2
1052,3,1,1,55,0,8816,4.49,6.3,3.6,6,5.89,3.77,6.7,1,1Fam,6,3.3,5.9,6.8,5.8,7.3,7.7,6.2,155000,0
1358,2,2,1,17,1,6371,4.25,7.2,1.7,8.3,5.3,3.01,8.1,1,TwnhsE,7,7.1,6.4,7,6.8,4.4,1.3,5.7,224000,1
1640,3,2.5,2,23,0,7226,3.1,6.1,2.3,7.5,5.83,4.14,9.7,1,1Fam,7,6.6,7.3,6.7,7.4,3.9,2.4,8.8,183000,0
936,2,1,1,73,0,6000,4.41,3.7,6.5,4,7.37,4.82,7.1,1,2fmCon,4,0,3.5,4.2,3.8,3.4,7.1,6.3,93000,0
1733,3,2.5,2,23,0,12394,8.5,7.6,3.3,7.8,5.86,3.42,5.4,1,1Fam,7,6.9,6.6,7.2,7.7,7.5,3.4,2.1,225000,1
